Teeth Number,14.5,20
250,0.38,0.467
251,0.38004,0.46708
252,0.38008,0.46716
253,0.38012,0.46724
254,0.38016,0.46732
255,0.3802,0.4674
256,0.38024,0.46748
257,0.38028,0.46756
258,0.38032,0.46764
259,0.38036,0.46772
260,0.3804,0.4678
261,0.38044,0.46788
262,0.38048,0.46796
263,0.38052,0.46804
264,0.38056,0.46812
265,0.3806,0.4682
266,0.38064,0.46828
267,0.38068,0.46836
268,0.38072,0.46844
269,0.38076,0.46852
270,0.3808,0.4686
271,0.38084,0.46868
272,0.38088,0.46876
273,0.38092,0.46884
274,0.38096,0.46892
275,0.381,0.469
276,0.38104,0.46908
277,0.38108,0.46916
278,0.38112,0.46924
279,0.38116,0.46932
280,0.3812,0.4694
281,0.38124,0.46948
282,0.38128,0.46956
283,0.38132,0.46964
284,0.38136,0.46972
285,0.3814,0.4698
286,0.38144,0.46988
287,0.38148,0.46996
288,0.38152,0.47004
289,0.38156,0.47012
290,0.3816,0.4702
291,0.38164,0.47028
292,0.38168,0.47036
293,0.38172,0.47044
294,0.38176,0.47052
295,0.3818,0.4706
296,0.38184,0.47068
297,0.38188,0.47076
298,0.38192,0.47084
299,0.38196,0.47092
300,0.382,0.471
